repository,accumulate,adjacent_difference,adjacent_find,all_of,any_of,binary_search,copy,copy_backward,copy_if,copy_n,count,count_if,equal,equal_range,fill,fill_n,find,find_end,find_first_of,find_if,find_if_not,for_each,generate,generate_n,includes,inner_product,inplace_merge,iota,is_heap,is_heap_until,is_permutation,is_sorted,is_sorted_until,iter_swap,lexicographical_compare,lower_bound,make_heap,max,max_element,merge,min,min_element,minmax,minmax_element,mismatch,move,move_backward,next_permutation,none_of,nth_element,partial_sort,partial_sort_copy,partial_sum,partition,partition_copy,partition_point,pop_heap,prev_permutation,push_heap,random_shuffle,remove,remove_copy,remove_copy_if,remove_if,replace,replace_copy,replace_copy_if,replace_if,reverse,reverse_copy,rotate,rotate_copy,search,search_n,set_difference,set_intersection,set_symmetric_difference,set_union,shuffle,sort,sort_heap,stable_partition,stable_sort,swap,swap_ranges,transform,unique,unique_copyis_partitioned,upper_bound
p3/regal,1,0,0,0,0,0,12,0,0,0,4422,0,0,0,60,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,485,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,138,0,0,0
ethereum/cpp-ethereum,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
imageworks/OpenShadingLanguage,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0
stellar/stellard,0,0,0,0,0,0,3,0,0,0,15,0,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
mapbox/mapbox-gl-native,0,0,0,0,0,0,8,0,0,0,12,0,1,0,19,0,47,0,1,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,45,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,31,0,0,0,5,0,9,0,0,0,0,0,0,0,0,12,0,0,0,11,0,41,30,0,0
wheybags/freeablo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfontanini/libtins,0,0,0,0,0,0,43,0,0,0,17,0,42,0,2,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firebreath/FireBreath,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
phoboslab/JavaScriptCore-iOS,0,0,0,0,0,0,8,0,0,0,75,0,10,0,1,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,7,126,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0
kristjankorjus/Replicating-DeepMind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KhronosGroup/OpenCOLLADA,0,0,0,0,0,0,55,0,0,0,18,0,23,0,1,0,47,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
hpcc-systems/HPCC-Platform,0,0,0,0,0,0,163,0,0,0,329,0,52,0,37,0,143,0,0,3,0,0,95,0,9,0,0,0,0,0,0,0,0,0,0,1,0,443,0,28,282,0,0,0,9,216,0,0,0,0,0,0,0,105,0,0,0,0,0,0,188,0,0,0,74,0,0,0,2,0,0,0,25,0,0,0,0,0,3,119,0,0,0,63,0,82,7,0,1
scanlime/fadecandy,0,0,0,0,0,0,5,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arkania/ArkCORE,0,0,0,0,0,0,10,0,0,0,28,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,3,3,0,0
eranif/codelite,2,0,0,0,0,1,66,0,0,0,173,0,25,1,23,0,805,0,26,16,0,9,9,0,27,0,0,0,0,0,0,0,0,0,0,1,0,255,1,13,311,0,0,0,14,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,1,150,0,0,0,12,0,1,0,84,0,1,0,2,1,0,77,0,0,0,20,0,9,42,0,0
colobot/colobot,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
cebix/macemu,0,0,0,0,0,0,76,0,0,0,80,0,2,0,2,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,72,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0
openscenegraph/osg,2,0,0,0,0,0,199,2,0,0,142,0,21,0,10,0,282,0,2,1,0,16,39,0,2,0,0,0,0,0,0,0,0,0,0,1,0,351,4,143,289,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,40,0,0,0,29,2,19,0,17,0,0,0,0,0,0,120,0,0,0,100,0,261,45,0,0
nasa/World-Wind-Java,0,0,0,0,0,0,6,0,0,0,3,0,1,0,0,0,24,0,0,2,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,28,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0
cms-sw/cmssw,2,0,0,0,0,1,73,0,0,0,119,0,6,2,30,0,54,0,1,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,34,1,0,651,1,0,0,0,34,0,0,0,0,1,1,1,0,0,0,0,0,0,4,3,0,0,1,24,0,0,0,0,0,0,0,2,0,0,0,0,0,9,44,0,0,0,21,0,7,15,0,0
lballabio/quantlib,12,0,0,0,0,1,20,0,0,0,119,0,18,0,5,0,27,0,1,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,42,2,5,40,2,0,0,1,13,0,0,0,0,1,1,0,2,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,1,0,3,3,0,5
synergy/synergy,0,0,0,0,0,0,9,0,0,0,18,0,3,1,2,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HIT-SCIR/ltp,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0
clMathLibraries/clFFT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
eerolanguage/clang,0,0,0,1,0,0,171,1,0,0,120,0,22,1,24,0,292,0,3,1,0,0,31,0,22,0,0,0,0,0,0,0,0,0,0,6,0,56,0,112,387,0,0,0,64,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,60,0,0,0,44,0,0,0,47,0,0,0,0,0,0,66,0,0,4,19,0,21,47,0,7
gwaldron/osgearth,0,0,0,0,0,0,50,0,0,0,31,0,3,0,7,0,81,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,4,33,361,4,15,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,15,0,0,0,9,0,8,0,1,0,0,0,0,0,0,74,0,0,0,14,0,173,11,0,0
facebook/mysql-5.6,0,0,0,0,0,0,1,0,0,0,14,0,13,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0
snes9xgit/snes9x,1,0,0,0,0,0,4,0,0,0,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,34,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
alibaba/tfs,0,0,0,0,0,0,25,0,0,4,204,0,1,0,2,0,19,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,15,36,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,10,0,0,0,1,0,7,0,0,0,0,0,0,0,9,11,0,0,0,1,0,0,0,0,0
hadley/bigvis,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nevcairiel/LAVFilters,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
treefrogframework/treefrog-framework,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
wdas/brdf,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
mozy/mordor,0,0,0,0,0,0,31,0,0,0,10,0,18,0,0,0,49,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
zonyitoo/doubanfm-qt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Warzone2100/warzone2100,0,0,0,0,0,0,7,0,0,0,66,0,6,0,17,1,89,0,0,1,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,7,1,266,0,3,177,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,1,0,1,0,63,0,0,2,1,0,0,0,5,0,6,0,221,0,1,0,0,0,0,51,0,0,2,48,0,2,2,0,1
chenshuo/recipes,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
csmith-project/creduce,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
libmv/libmv,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
xoreos/xoreos,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
simbody/simbody,3,0,0,0,0,0,41,0,0,0,16,0,6,0,24,0,123,0,1,0,0,0,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,160,0,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,12,0,15,0,0,0,0,0,0,21,0,0,0,15,0,36,13,0,2
mtytel/cursynth,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0
Amanieu/asyncplusplus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
GoldenCheetah/GoldenCheetah,0,0,0,0,0,0,0,0,0,0,170,0,1,0,37,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,239,0,1,125,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
mysql/mysql-server,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
imageworks/OpenColorIO,0,0,0,0,0,0,3,0,0,0,6,0,5,0,20,0,47,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,169,0,0,79,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,10,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,59,0,0,0
pgRouting/pgrouting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikejs/gridfs-fuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aszxqw/cppjieba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openexr/openexr,16,0,0,0,0,0,115,0,0,0,135,0,16,0,151,0,91,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,786,0,0,903,0,0,0,8,24,0,2,0,0,0,0,0,0,0,0,2,0,1,0,17,0,0,0,2,0,0,0,1,0,13,0,1,0,0,0,0,0,0,29,0,0,0,47,0,54,4,0,0
zhanlangsir/Qtqq,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
aras-p/hlsl2glslfork,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0
draperlaboratory/fracture,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,6,0,0
OpenKinect/libfreenect2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smoothieware/Smoothieware,0,0,0,0,0,0,23,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcemu/arcemu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
sbooth/SFBAudioEngine,0,0,0,0,0,0,10,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,40,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0
imvu-open/istatd,0,0,0,0,0,0,2,0,0,0,111,1,45,1,3,0,37,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0
openalpr/openalpr,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
TortoiseGit/TortoiseGit,3,0,0,0,0,0,17,0,0,0,28,0,0,0,2,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,32,71,0,0,0,0,15,0,0,0,4,0,0,0,15,0,0,0,0,0,0,4,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,23,0,0,2,11,0,10,1,0,0
STEllAR-GROUP/hpx,12,0,0,0,0,0,42,0,0,0,518,0,2,0,11,0,85,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,0,5,344,0,0,0,0,46,0,0,0,0,0,0,0,6,0,0,0,0,0,1,26,1,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,1,23,0,0,0,1,0,5,9,0,2
Unvanquished/Unvanquished,0,0,0,0,0,0,13,0,0,0,19,0,0,0,3,0,70,0,0,0,0,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,1,0,0,0,8,0,1,0,0,0,1,22,0,0,2,2,0,0,2,0,0
raymondlu/super-animation-samples,0,0,0,0,0,0,43,0,0,0,54,0,36,0,9,0,207,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,90,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,2,0,0,9,0,0,0,2,0,35,0,27,0,0,0,0,0,0,76,0,0,0,30,0,179,0,0,0
llvm-dcpu16/llvm-dcpu16,4,0,0,0,0,2,207,1,0,0,498,0,94,14,30,0,502,0,4,1,0,19,112,0,18,0,0,0,0,0,0,0,0,0,0,18,0,215,0,136,1606,0,0,0,37,876,0,0,0,0,0,0,0,2,0,0,0,0,0,2,410,0,0,1,316,0,0,0,35,0,19,0,53,0,2,0,0,0,69,143,0,0,9,137,1,133,67,0,16
AlloyTeam/webtop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uzh-rpg/rpg_svo,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,17,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
geometer/FBReader,0,0,0,0,0,0,9,0,0,0,49,0,11,0,25,0,131,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,158,1,0,119,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,10,0,0,0,2,0,15,0,15,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,4
Atarity/Lightpack,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackarain/avplayer,3,0,0,0,0,0,54,0,4,0,297,2,63,2,28,9,370,0,0,35,0,10,18,0,0,0,0,0,0,0,0,0,0,9,0,9,0,277,5,6,331,10,0,0,7,151,0,0,0,0,0,0,0,1,0,0,0,0,0,8,91,5,4,2,57,0,0,0,77,0,6,0,7,0,0,0,0,0,17,48,0,0,1,91,0,7,7,0,4
trailofbits/mcsema,49,13,37,3,0,31,923,14,54,17,1593,41,581,51,205,47,1058,53,62,46,0,328,316,11,63,48,21,12,0,0,0,45,18,6,45,75,27,805,109,245,2345,71,45,12,109,1329,0,36,0,32,42,4,15,107,0,0,15,35,19,46,712,45,24,31,559,46,24,22,273,17,62,18,327,42,32,29,29,30,152,547,15,19,37,443,25,355,241,0,66
po-devs/pokemon-online,0,0,0,0,0,0,13,0,0,0,56,0,3,0,2,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,61,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,14,0,0,0,11,0,7,10,0,0
